product_name,title,stars,body
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),good quality sound in cheap material.,2.0,pros-1. good quality sound.cons-1. cheap material2. uncomfortable for ears if wear it for more than an hour3. this thing will not last longer than 2-3months.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),The best!,5.0,"Good quality earphones with noise cancellation, good build quality. Comparable with JBL and Sennheiser"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat headphone bad,1.0,Headphone sound is not continuous..if just there a little movement..it will stop working..after 1 month I have to make my statue to get continously clear voice..this was not expected.. i will give only 1 star..my bad luck i had gone for it
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not that hype it's like normal earphones,1.0,Earbuds are good but wire is so cheap and 3rd class for 650rs sometimes it make me to feel like 50rs earphone which usually we see in road side... If you are paying 650 for this I think go for sony
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Very good product but a bit too loud.,5.0,Excellent sound and build quality. Very crisp and distortion free sound. But is a bit too loud. And prolonged use will hurt the ears. Still worth the money.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Have to push more sor firat time.,5.0,"Verry good quality product. Sound, wear quality, bess quality verry good. Also i found 4pcs headphones rabar and soft cotton bag..In 500rs worth this product.Sound like home theater 😍😍"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Comfortable earphones.,5.0,Truly a steal at this price. Very comfortable. Bass is very good. Although can be better. But at this price one of the best earphones.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),This was irritating sound good from one side and sound low from other side,1.0,Earphone is good initially but after 4 months I will vibrating the wire to increase the volume and sometimes i will become very irritate bcoz my class is going but no soung from my earphone i this was same like 100 wali earphone
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Malfunction,2.0,The volume button works automatically when connected to the phone and sometimes the right ear piece won't work properly within 1 month of purchase..what a waste..the sound quality was good but what's the point if it doesn't work
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Boat bass heads😍😍😍,5.0,I have been used this product last 3 months ..its totally wow the quality of sound is also good and bass is also good ...if u r going to purchase some earphone in future then definitely u have to go for this superb product..I love it 😘😘😘
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Bass is superb.Super tangle free wire is awesome.Worthy prouduct.,5.0,"Wire quality is good.Ibuy this earphones only for its tangle free wire and for its bass quality.In my opinion this is a worthy product,excellent product,Bass is superb.Super tangle free wire is awesome.Worthy prouduct."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst quality of production,1.0,Every thing is on its own league. we can even compare it with jbl or Skullcandy. But all of this come with its own downside ie. quality 💩💩
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst headphone i have ever had,1.0,Product is not good at all this headphone would not servive one month... Are you kidding in just 15 days 1st left side was not working and then then whole headphone is not working in just 25 days...i raise a ticket for return but till now no response nice boat team appreciated
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Don't buy unless ur budget is less than Rs 500/-,2.0,I am using this product from last 4 days not satisfied with product. Poor sound and not fit in ears.If your budget is less then prefer otherwise go for good one.not at all happy.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Best boat earphone ever,5.0,1.Good sound quality2.Volume and pause buttons3.best direct on the spot replacing product services.4.working nicely even after treated harshly5.The one and only best earphone under Rs.399 on offers deal.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good deal to have,5.0,BoAt products are improving with the time. These earphones are best in current price band. Thanks to Amazon also for recommendation.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Awesome............,5.0,Loved this earphone its bass is out standing... build quality is great...if you're getting it for 449... Grab it. It's better than boat 225 and ant w56.. good for jogging. Design is not so Good but build quality is great. Get black color earphones. And cherry on top is it's has volume control buttons too... nobody gives volume control buttons in this price.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Excellent Product,5.0,"This product is very good. No noise, Good Base and music. Perfectly working with Equalizer variations. Model is good. Can insert in air perfectly. An original product from Boat"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Overall it's a good product if you it under 400rs.,3.0,"The sound quality of this headphone is pretty good,and the vocal and instruments are good in this headphone and also the microphone is good noise cancellation is avarage,but the cable and jack quality is avarage not satisfied with them..."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),"Good sound, bad built.",3.0,"The sound quality is very good if you are abass lover. Yet the surround sound is perfect and voices are clear. Very loud if you like soft music. It's not very comfortable to wear long time, ears start hurting. The in hear hook pains after some time. The built quality is very bad."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Package opened before delivery,2.0,"When i received the package, the seal was opened. Extra pair of earbuds are missing and the wire was stuffed badly in the package..Sound, build quality are really good at this price.Earbuds are a bit uncomfortable."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Worst,1.0,Pathetic service by boat manufacturer they give us 1year warranty hence their contact number they are not contactable ans site link won't works Amazon kindly do something as i purchased product through you
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Sound Not upto the mark..,2.0,Hi i am writing this review after use of almost 3months.. The quality is poor hence within the warranty period the I started facing issue with product... Not recommend.. Big brand but poor quality product.  Feel like cheated :-(
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Good bass and a good purchase,5.0,"The sound quality is very good, although the bass is little overpowering. A great product. Fits well. Noise cancellation is good. The box inside had a small crack but it's fine. Overall liked the product."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Not worth buying.. waste of money,1.0,Not up to the mark.. bass is not that much satisfying to me while listening to eltro or House music..
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Voice reflect.,3.0,It is ok type earphone. It looks cool but sound is ok ok. Bass is good. While talking to some one on phone call other guy listen his own voice if I use this earphone for my phone.
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Don't buy . Waste of money,2.0,"when I connect earphone with my device it's started misbehaving like automatically media player opened and song is getting played, getting paused again playing, making call auto , stopping -- it's just looping.... disappointed"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Buy it but microphone not working,3.0,I was fan of boat but this earphone when I but it is superb but some time the micro phone has stoped working but earphone is still working
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Both sides stopped working,1.0,"The sound quality was perfect for just a week nd both the sides had stopped functioning after that . This has been a common thing among boat products.  Don't buy below rs 1000 products from boat , it always comes with a defect"
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),boat vs fonix,4.0,"my old headset was fonix (Rs 249). now i bought a boat headset (Rs 499) but both are having same sound quality. iam very disappointing...compare to mi (below Rs 500)headphones,it have less bass and sound effects ..."
boAt Bassheads 242 in Ear Wired Earphones with Mic(Carbon Black),Great Earphones,5.0,"Good enough for the money I paid, was able to use it for two years before I physically broke off one of the earpieces from the joint. The sound quality is decent and quite balanced, does not have heavy bass like some others"
